batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,bvp_career,bvp_since,b_hit_rate,b_xba,b_hardhit,b_babip,b_k_rate,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_k_rate,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall,b_hit_rate_vs_sp,b_pa_vs_sp,b_hit_rate_vs_rp,b_pa_vs_rp,b_is_rookie,p_is_rookie,base_p_hit,matchup_delta,b_avg_ab,b_avg_pa,b_games_played,p_multihit,base_p_multihit,p_multihit_matchup_delta,p_hrRbi,base_p_hrRbi,p_hrRbi_matchup_delta,b_quality_first3,b_n_games_first3,p_era,p_whip_official,p_ip,p_wins,p_losses,p_so,p_bb_official,p_saves,p_blown_saves,p_save_opps,p_games_started,p_role,p_games_pitched,p_bf_official,p_hits_allowed,p_bf_per_g,p_k9,p_bb9,p_h9,p_hr9,p_avg_bf,pen_delta,pen_available_n,pen_rested_frac,def_oaa_tonight,def_oaa_n,sched_games_7d,sched_day_after_night,sched_getaway,sched_tz_shift,b_pa,b_bb_rate,b_hit_rate_long,b_k_rate_long,b_bb_rate_long,b_hardhit_long,b_xba_long,p_hit_rate_vs_hand,slot_pa_exp,def_babip_allowed
802415,Chandler Simpson,L,TB,5,Michael Lorenzen,R,547179.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.7733976592124994,,,,False,1011100111,estimated,5,1,0.2,1,2025,0.3940609331542769,0.2733917048355263,0.13988495597468878,0.42329517591941257,0.07824355786738803,20,1,0.07026452527161078,1.148,28.5,F,0.25749741468459153,1.8548744772124364,0.4376345316350645,0.15833476240208053,20,6,0,0.2413793103448276,0.3116438356164384,0.5307811691670977,0.26590791515778583,0.2033109156751164,0.29779179810725553,0.2612312811980033,0.266839378238342,0.2854938271604938,0.30735930735930733,250,0.27702702702702703,162,False,False,0.6772436700937483,0.09615398911875106,3.79,4.12,100,,,,,,,0.15364880786339025,20,6.54,1.81,104.2,3.0,9.0,80.0,40.0,0.0,0.0,0.0,22.0,SP,23.0,502.0,149.0,21.8,6.88,3.44,12.81,1.38,21.940759604427253,-0.055510159212499355,8,1.0,6.0,7,6,0,0,-2.0,4.25,0.022179248093821446,0.29555555555555557,0.09090909090909091,0.045454545454545456,0.14675697865353038,0.2815894909688013,0.34439834024896265,4.023,0.3575834615732163
691406,Junior Caminero,R,TB,3,Michael Lorenzen,R,547179.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.7655140613289015,-355.0,376.0,78.0,False,0110100101,estimated,6,3,0.5,1,2025,0.2805538127670283,0.38827350151106016,0.4058436432876663,0.3564544306751835,0.180067059567244,20,1,0.019528619528619506,1.148,28.5,F,0.25749741468459153,1.8548744772124364,0.4376345316350645,0.15833476240208053,20,6,0,0.26666666666666666,0.28619528619528617,0.5307811691670977,0.26590791515778583,0.2033109156751164,0.3064705882352941,0.2738907849829352,0.3079777365491651,0.2959330833573695,0.3041825095057034,289,0.24025974025974026,192,False,False,0.6869587889136838,0.07855527241521776,3.790909090909091,4.372727272727273,110,,,,,,,0.11326108633381213,20,6.54,1.81,104.2,3.0,9.0,80.0,40.0,0.0,0.0,0.0,22.0,SP,23.0,502.0,149.0,21.8,6.88,3.44,12.81,1.38,21.940759604427253,-0.021076561328901566,8,1.0,6.0,7,6,0,0,-2.0,4.45,0.07755291224562474,0.2841163310961969,0.17533718689788053,0.10597302504816955,0.5117041198501873,0.3339803370786517,0.3157894736842105,4.249,0.3575834615732163
650490,Yandy Díaz,R,TB,1,Michael Lorenzen,R,547179.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.7637670312799846,,,,False,1010011110,estimated,7,2,0.2857142857142857,1,2024,0.2195388910404031,0.2905282294123335,0.43133670584685674,0.27906064515355433,0.20364397175254212,20,1,-0.020771929824561386,1.148,28.5,F,0.25749741468459153,1.8548744772124364,0.4376345316350645,0.15833476240208053,20,6,0,0.312,0.2912280701754386,0.5307811691670977,0.26590791515778583,0.2033109156751164,0.2663405958203646,0.2752075919335706,0.24258760107816713,0.2663981588032221,0.24904214559386972,293,0.3825503355704698,170,False,False,0.6917712122658123,0.07199581901417229,3.8679245283018866,4.367924528301887,106,,,,,,,0.0013070314510376041,20,6.54,1.81,104.2,3.0,9.0,80.0,40.0,0.0,0.0,0.0,22.0,SP,23.0,502.0,149.0,21.8,6.88,3.44,12.81,1.38,21.940759604427253,-0.013892031279984507,8,1.0,6.0,7,6,0,0,-2.0,4.65,0.056462558285215216,0.31277533039647576,0.14202334630350194,0.08560311284046693,0.47703412073490814,0.3228280839895013,0.3157894736842105,4.44,0.3575834615732163
666018,Jonathan Aranda,L,TB,2,Michael Lorenzen,R,547179.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.7619557765176337,-335.0,355.0,77.0,False,1001111101,estimated,6,1,0.16666666666666666,1,2025,0.23172470965582306,0.35007107056045533,0.528620362107442,0.33860480984025293,0.27899703029146683,20,1,0.027320020137606982,1.148,28.5,F,0.25749741468459153,1.8548744772124364,0.4376345316350645,0.15833476240208053,20,6,0,0.25742574257425743,0.2847457627118644,0.5307811691670977,0.26590791515778583,0.2033109156751164,0.2631826741996234,0.2572178477690289,0.27539503386004516,0.26265634306134605,0.2827868852459016,281,0.26973684210526316,183,False,False,0.6710527451138004,0.09090303140383327,3.7009345794392523,4.336448598130841,107,,,,,,,0.2508917520925614,20,6.54,1.81,104.2,3.0,9.0,80.0,40.0,0.0,0.0,0.0,22.0,SP,23.0,502.0,149.0,21.8,6.88,3.44,12.81,1.38,21.940759604427253,-0.0385307765176337,8,1.0,6.0,7,6,0,0,-2.0,4.55,0.033905553299082784,0.2840909090909091,0.23586744639376217,0.10331384015594541,0.446969696969697,0.35278369905956114,0.34439834024896265,4.349,0.3575834615732163
650333,Luis Arráez,L,SF,1,,R,,822867,SF @ TEX,5:05 PM,03/08,Scheduled,0.759416582312193,,,,False,0111111010,estimated,0,0,0.0,0,0,0.29065374962747914,0.31577200172517383,0.13672139965293545,0.33470536475619844,0.08625431431716317,20,1,-0.008645270885154377,0.964,,,,,,,0,0,0,0.330188679245283,0.3215434083601286,,,,0.3598466698610446,0.32833787465940056,0.3115942028985507,0.3455159705159705,0.36693548387096775,270,0.2603550295857988,190,False,False,0.759416582312193,0.0,4.009615384615385,4.423076923076923,104,,,,,,,0.1139108098335495,20,,,,,,,,,,,,,,,,,,,,,,0.010816751021140436,6,0.75,7.0,6,7,0,0,2.0,4.65,0.02697569469899279,0.32842105263157895,0.04380952380952381,0.047619047619047616,0.21179941002949854,0.3111294247787611,,4.44,0.35463129894604556
665161,Jeremy Peña,R,HOU,1,Shane Bieber,R,669456.0,824160,TOR @ HOU,5:10 PM,03/08,Scheduled,0.7583432110726075,,,,False,1111111111,estimated,0,0,0.0,0,0,0.40531705478748603,0.4799378148357887,0.5410109634750485,0.598193899907838,0.26402197817614764,20,1,0.11405835543766579,0.998,34.9,F,0.27450980392156865,0.7323265421599296,0.3847675713735878,0.1387165439281019,7,6,0,0.23076923076923078,0.3448275862068966,0.5098039215686274,0.2798573975044563,0.2103386809269162,0.32827324478178366,0.3090185676392573,0.2972027972027972,0.31666666666666665,0.32727272727272727,180,0.3111111111111111,101,False,False,0.6873337026621437,0.07100950841046383,3.984375,4.390625,64,,,,,,,0.3041169370123441,20,5.74,1.63,31.1,2.0,2.0,22.0,18.0,0.0,0.0,0.0,7.0,SP,7.0,141.0,33.0,20.1,6.32,5.17,9.48,2.01,19.814117221771568,-0.050093211072607446,4,0.5,16.0,7,6,0,0,0.0,4.65,0.014234527206281777,0.3008298755186722,0.19245283018867926,0.0660377358490566,0.43723684210526315,0.36119210526315787,0.3559322033898305,4.44,0.31614836023996823
670541,Yordan Álvarez,L,HOU,2,Shane Bieber,R,669456.0,824160,TOR @ HOU,5:10 PM,03/08,Scheduled,0.7174097397712563,-245.0,257.0,71.0,False,1100110111,estimated,5,3,0.6,1,2025,0.3925569779683398,0.4395492197170615,0.5551246415801835,0.46898398884359405,0.15069374178819334,20,1,0.08136389980037351,0.998,34.9,F,0.27450980392156865,0.7323265421599296,0.3847675713735878,0.1387165439281019,7,6,0,0.27358490566037735,0.35494880546075086,0.5098039215686274,0.2798573975044563,0.2103386809269162,0.33451776649746195,0.3018660812294182,0.3860759493670886,0.33643542019176537,0.36363636363636365,310,0.2740740740740741,174,False,False,0.7050953175571474,0.012314422214108944,3.6272727272727274,4.4,110,,,,,,,0.1581791170159837,20,5.74,1.63,31.1,2.0,2.0,22.0,18.0,0.0,0.0,0.0,7.0,SP,7.0,141.0,33.0,20.1,6.32,5.17,9.48,2.01,19.814117221771568,-0.016884739771256485,4,0.5,16.0,7,6,0,0,0.0,4.55,0.09749864276420851,0.3114754098360656,0.1825242718446602,0.11067961165048544,0.5392392392392392,0.41610210210210213,0.19047619047619047,4.349,0.31614836023996823
810938,Ben Williamson,R,TB,6,Michael Lorenzen,R,547179.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.7050953175571474,,,,False,0010110101,estimated,0,0,0.0,0,0,0.2564257836565279,0.28878855166012996,0.29578237021494924,0.3036567949207227,0.14234317098332744,20,1,0.09974937343358398,1.148,28.5,F,0.25749741468459153,1.8548744772124364,0.4376345316350645,0.15833476240208053,20,6,0,0.19548872180451127,0.29523809523809524,0.5307811691670977,0.26590791515778583,0.2033109156751164,0.2390829694323144,0.23094170403587444,0.20218579234972678,0.2314635718891038,0.23387096774193547,132,0.24561403508771928,130,False,False,0.6383862043222438,0.06670911323490358,3.051282051282051,3.358974358974359,78,,,,,,,-0.042050408114719405,20,6.54,1.81,104.2,3.0,9.0,80.0,40.0,0.0,0.0,0.0,22.0,SP,23.0,502.0,149.0,21.8,6.88,3.44,12.81,1.38,21.940759604427253,-0.015520317557147334,8,1.0,6.0,7,6,0,0,-2.0,4.12,0.023785991842802775,0.24731182795698925,0.18627450980392157,0.07598039215686274,0.3536036036036036,0.30015202702702704,0.3157894736842105,3.895,0.3575834615732163
665487,Fernando Tatís,R,SD,1,Brandon Pfaadt,R,694297.0,825095,SD @ AZ,6:40 PM,03/08,Scheduled,0.7006098524589909,-285.0,300.0,74.0,False,1100011110,estimated,33,7,0.21212121212121213,1,2023,0.27216625495270474,0.34440498636386463,0.5130560486178152,0.3146062236867814,0.15611826232156698,20,2,-0.06876981610653138,1.0,48.7,D,0.26499552372426144,2.598616251817372,0.4043222130166383,0.1600651411718571,19,6,0,0.3368421052631579,0.2680722891566265,0.5640107430617726,0.3025962399283796,0.13339301700984782,0.2712738525012893,0.2579710144927536,0.2170212765957447,0.26,0.25287356321839083,298,0.3313253012048193,185,False,False,0.6955265608153794,0.005083291643611432,3.9174311926605503,4.431192660550459,109,,,,,,,-0.10209204945701368,20,4.0,1.29,72.0,5.0,1.0,49.0,21.0,0.0,0.0,0.0,9.0,RP,19.0,308.0,72.0,16.2,6.13,2.63,9.0,1.0,17.054704681359212,-0.005709852458990916,6,0.6666666666666666,22.0,7,6,0,0,0.0,4.65,0.11776515445876651,0.27729257641921395,0.20576923076923076,0.08846153846153847,0.5217948717948718,0.3643219373219373,0.21774193548387097,4.44,0.3206455443665527
664983,Jake Mccarthy,L,COL,1,Ian Seymour,L,693855.0,824324,TB @ COL,5:40 PM,03/08,Scheduled,0.6966441076669477,,,,False,1111010011,estimated,0,0,0.0,0,0,0.21685553930922666,0.27797246322274627,0.1862840088825987,0.2693373402148987,0.19833331443348026,20,1,0.008939974457215838,1.148,83.8,A,0.31836091410559497,3.3929840409755156,0.38823141366597846,0.27659950264212374,20,5,0,0.2962962962962963,0.28735632183908044,0.4082934609250399,0.28548644338118023,0.3062200956937799,0.27216174183514774,0.2593984962406015,0.2344632768361582,0.2632869991823385,0.2903225806451613,233,0.288,138,False,False,0.6876081080640956,0.009035999602852174,3.6774193548387095,3.989247311827957,93,,,,,,,0.035350492152975574,20,4.37,1.12,78.1,7.0,3.0,90.0,28.0,2.0,0.0,2.0,7.0,RP,36.0,323.0,60.0,9.0,10.34,3.22,6.89,1.38,14.86224640335953,-0.016986964809804883,7,0.7777777777777778,-8.0,7,5,0,0,0.0,4.65,0.02065374391871961,0.2850356294536817,0.17180616740088106,0.039647577092511016,0.25792031098153545,0.30748396501457725,0.22641509433962265,4.44,0.2626890438317509
